Name,Survived,Boarded,MWC,Age,Adut_or_Chld,Sex,Paid,Class_Dept,Class
"BROOKS, Mr J.",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"BROOM, Mr Herbert George",Died,Belfast,Man,33,Adult,Male,,Victualling Crew,V
"BROOME, Mr Athol Frederick",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"BROWN, Miss Amelia Mary",Survived,Southampton,Woman,18,Adult,Female,13,2nd Class PassengerServant,2
"BROWN, Miss Edith Eileen",Survived,Southampton,Woman,15,Adult,Female,39,2nd Class Passenger,2
"BROWN, Mr Edward",Survived,Belfast,Man,34,Adult,Male,,Victualling Crew,V
"BROWN, Mr John",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"BROWN, Mr Joseph James",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"BROWN, Mr Thomas William Solomon",Died,Southampton,Man,60,Adult,Male,39,2nd Class Passenger,2
"BROWN, Mr Walter James",Died,Belfast,Man,40,Adult,Male,,Victualling Crew,V
"BROWN, Mrs Caroline Lane",Survived,Southampton,Woman,59,Adult,Female,51.4791667,1st Class Passenger,1
"BROWN, Mrs Elizabeth Catherine",Survived,Southampton,Woman,40,Adult,Female,39,2nd Class Passenger,2
"BROWN, Mrs Margaret",Survived,Cherbourg,Woman,44,Adult,Female,27.7208333,1st Class Passenger,1
"BRYHL, Miss Dagmar Jenny Ingeborg",Survived,Southampton,Woman,20,Adult,Female,26,2nd Class Passenger,2
"BRYHL, Mr Kurt Arnold Gottfrid",Died,Southampton,Man,25,Adult,Male,26,2nd Class Passenger,2
"BUCKLEY, Miss Katherine",Died,Queenstown,Woman,22,Adult,Female,7.28333333,3rd Class Passenger,3
"BUCKLEY, Mr Daniel",Survived,Queenstown,Man,21,Adult,Male,7.82083333,3rd Class Passenger,3
"BUCKLEY, Mr H. E.",Died,Southampton,Man,34,Adult,Male,,Victualling Crew,V
"BUCKNELL, Mrs Emma Eliza",Survived,Cherbourg,Woman,58,Adult,Female,76.2916667,1st Class Passenger,1
"BULEY, Mr Edward John",Survived,Southampton,Man,26,Adult,Male,,Deck Crew,D
"BULL, Mr W.",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"BULLEY, Mr Henry Ashburnham",Died,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"BUNNELL, Mr Wilfred James",Died,Belfast,Man,20,Adult,Male,,Victualling Crew,V
"BURGESS, Mr Charles",Survived,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"BURKE, Mr Jeremiah",Died,Queenstown,Man,19,Adult,Male,6.75,3rd Class Passenger,3
"BURKE, Mr Richard Edward",Died,Belfast,Man,30,Adult,Male,,Victualling Crew,V
"BURKE, Mr William",Survived,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"BURNS, Miss Elizabeth Margaret",Survived,Cherbourg,Woman,41,Adult,Female,134.5,1st Class PassengerServant,1
"BURNS, Miss Mary Delia",Died,Queenstown,Woman,17,Adult,Female,7.87916667,3rd Class Passenger,3
"BURR, Mr Ewart Sydenham",Died,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"BURRAGE, Mr Arthur Victor Edwards",Survived,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"BURROUGHS, Mr Arthur Peckham",Died,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"BURTON, Mr Edward John",Died,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"BUSS, Miss Kate",Survived,Southampton,Woman,36,Adult,Female,13,2nd Class Passenger,2
"BUTLER, Mr Reginald Fenton",Died,Southampton,Man,25,Adult,Male,13,2nd Class Passenger,2
"BUTRUS-KA'Wi, Mr Tannus",Died,Cherbourg,Man,21,Adult,Male,7.22916667,,3
"BUTT, Major Archibald Willingham",Died,Southampton,Man,46,Adult,Male,26.55,1st Class Passenger,1
"BUTT, Mr Robert Henry",Died,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"BUTT, Mr William John",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"BUTTERWORTH, Mr John",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"BYLES, Fr Thomas Roussel Davids",Died,Southampton,Man,42,Adult,Male,13,2nd Class Passenger,2
"BYRNE, Mr James Edward",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"BYSTRM, Mrs Karolina",Survived,Southampton,Woman,40,Adult,Female,13,2nd Class Passenger,2
"CACIC, Miss Manda",Died,Southampton,Woman,21,Adult,Female,8.6625,3rd Class Passenger,3
"CACIC, Miss Marija",Died,Southampton,Woman,30,Adult,Female,8.6625,3rd Class Passenger,3
"CACIC, Mr Jego Grga",Died,Southampton,Man,18,Adult,Male,8.6625,3rd Class Passenger,3
"CACIC, Mr Luka",Died,Southampton,Man,38,Adult,Male,8.6625,3rd Class Passenger,3
"CAIRNS, Mr Alexander Milne",Died,Southampton,Man,28,Adult,Male,31,1st Class PassengerServant,1
"CALDERHEAD, Mr Edward Pennington",Survived,Southampton,Man,42,Adult,Male,26.2875,1st Class Passenger,1
"CALDERWOOD, Mr Hugh",Died,Belfast,Man,30,Adult,Male,,Engineering Crew,E
"CALDWELL, Master Alden Gates",Survived,Southampton,Child,0.83,Child,Male,29,2nd Class Passenger,2
"CALDWELL, Mr Albert Francis",Survived,Southampton,Man,26,Adult,Male,29,2nd Class Passenger,2
"CALDWELL, Mrs Sylvia Mae",Survived,Southampton,Woman,28,Adult,Female,29,2nd Class Passenger,2
"CALIC, Mr Jovo",Died,Southampton,Man,17,Adult,Male,8.6625,3rd Class Passenger,3
"CALIC, Mr Petar",Died,Southampton,Man,17,Adult,Male,8.6625,3rd Class Passenger,3
"CAMERON, Miss Clear Annie",Survived,Southampton,Woman,35,Adult,Female,21,2nd Class Passenger,2
"CAMPBELL, Mr Donald S.",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"CAMPBELL, Mr William Henry",Died,Belfast,Man,21,Adult,Male,0,2nd Class PassengerH&W Guarantee Group,2
"CANAVAN, Miss Mary",Died,Queenstown,Woman,22,Adult,Female,7.75,3rd Class Passenger,3
"CANAVAN, Mr Patrick",Died,Queenstown,Man,21,Adult,Male,7.75,3rd Class Passenger,3
"CANDEE, Mrs Helen Churchill",Survived,Cherbourg,Woman,52,Adult,Female,27.4458333,1st Class Passenger,1
"CANN, Mr Ernest",Died,Southampton,Man,21,Adult,Male,8.05,,3
"CANNER, Mr John",Died,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"CARAM, Mr Joseph",Died,Cherbourg,Man,28,Adult,Male,14.4583333,3rd Class Passenger,3
"CARAM, Mrs Maria Elias",Died,Cherbourg,Woman,18,Adult,Female,14.4583333,3rd Class Passenger,3
"CARBINES, Mr William",Died,Southampton,Man,19,Adult,Male,13,2nd Class Passenger,2
"CARDEZA, Mr Thomas Drake Martinez",Survived,Cherbourg,Man,36,Adult,Male,512.329167,1st Class Passenger,1
"CARDEZA, Mrs Charlotte Wardle",Survived,Cherbourg,Woman,58,Adult,Female,512.329167,1st Class Passenger,1
"CARLSSON, Mr August Sigfrid",Died,Southampton,Man,28,Adult,Male,7.79583333,3rd Class Passenger,3
"CARLSSON, Mr Carl Robert",Died,Southampton,Man,24,Adult,Male,7.85416667,3rd Class Passenger,3
"CARLSSON, Mr Frans Olof",Died,Southampton,Man,33,Adult,Male,5,1st Class Passenger,1
"CARNEY, Mr William",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"CARR, Miss Jane",Died,Queenstown,Woman,45,Adult,Female,7.75,3rd Class Passenger,3
"CARR, Mr Richard Stephen",Died,Southampton,Man,37,Adult,Male,,Engineering Crew,E
"CARRA-ESTEVES, Mr Jos Pedro",Died,Southampton,Man,17,Adult,Male,47.1,1st Class Passenger,1
"CARRAU, Mr Francisco Mauro Severiano",Died,Southampton,Man,27,Adult,Male,47.1,1st Class Passenger,1
"CARTER (BALL), Mr James (W.)",Died,Southampton,Man,46,Adult,Male,,Engineering Crew,E
"CARTER, Fr Ernest Courtenay",Died,Southampton,Man,54,Adult,Male,26,2nd Class Passenger,2
"CARTER, Master William Thornton II",Survived,Southampton,Child,11,Child,Male,120,1st Class Passenger,1
"CARTER, Miss Lucile Polk",Survived,Southampton,Child,13,Child,Female,120,1st Class Passenger,1
"CARTER, Mr William Ernest",Survived,Southampton,Man,36,Adult,Male,120,1st Class Passenger,1
"CARTER, Mrs Lilian",Died,Southampton,Woman,45,Adult,Female,26,2nd Class Passenger,2
"CARTER, Mrs Lucile",Survived,Southampton,Woman,36,Adult,Female,120,1st Class Passenger,1
"CARTWRIGHT, Mr James Edward",Died,Belfast,Man,32,Adult,Male,,Victualling Crew,V
"CARVER, Mr Alfred John",Died,Southampton,Man,28,Adult,Male,7.25,3rd Class Passenger,3
"CASALI, Sig. Giulio",Died,Southampton,Man,32,Adult,Male,,Restaurant Staff,R
"CASE, Mr Howard Brown",Died,Southampton,Man,49,Adult,Male,26,1st Class Passenger,1
"CASEY, Mr Thomas",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"CASSEBEER, Mrs Eleanor Genevieve",Survived,Cherbourg,Woman,36,Adult,Female,27.7208333,1st Class Passenger,1
"CASSWILL, Mr Charles",Died,Southampton,Man,34,Adult,Male,,Victualling Crew,V
"CASTLEMAN, Mr Edward",Died,Southampton,Man,37,Adult,Male,,Engineering Crew,E
"CATON, Miss Annie",Survived,Southampton,Woman,33,Adult,Female,,Victualling Crew,V
"CAUNT, Mr William Ewart",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"CAVE, Mr Herbert",Died,Belfast,Man,39,Adult,Male,,Victualling Crew,V
"CAVELL, Mr George Henry",Survived,Southampton,Man,22,Adult,Male,,Engineering Crew,E
"CAVENDISH, Mr Tyrell William",Died,Southampton,Man,36,Adult,Male,78.85,1st Class Passenger,1
"CAVENDISH, Mrs Julia Florence",Survived,Southampton,Woman,25,Adult,Female,78.85,1st Class Passenger,1
"CECIL, Mr Charles Thomas",Died,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"CELOTTI, Mr Francesco",Died,Southampton,Man,24,Adult,Male,8.05,3rd Class Passenger,3
"CHABOISSON, Mr Adrien Finnin",Died,Southampton,Man,25,Adult,Male,,Restaurant Staff,R
"CHAFFEE, Mr Herbert Fuller",Died,Southampton,Man,46,Adult,Male,61.175,1st Class Passenger,1
"CHAFFEE, Mrs Carrie Constance",Survived,Southampton,Woman,47,Adult,Female,61.175,1st Class Passenger,1
"CHAMBERS, Mr Norman Campbell",Survived,Southampton,Man,27,Adult,Male,53.1,1st Class Passenger,1
"CHAMBERS, Mrs Bertha",Survived,Southampton,Woman,32,Adult,Female,53.1,1st Class Passenger,1
"CHAPMAN, Mr Charles Henry",Died,Southampton,Man,52,Adult,Male,13.5,2nd Class Passenger,2
"CHAPMAN, Mr John Henry",Died,Southampton,Man,36,Adult,Male,26,2nd Class Passenger,2
"CHAPMAN, Mr Joseph Charles",Survived,Southampton,Man,32,Adult,Male,,Victualling Crew,V
"CHAPMAN, Mrs Sara Elizabeth",Died,Southampton,Woman,28,Adult,Female,26,2nd Class Passenger,2
"CHARMAN, Mr John James",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"CHARTERS, Mr David",Died,Queenstown,Man,20,Adult,Male,7.73333333,3rd Class Passenger,3
"CHAUDANSON, Miss Victorine",Survived,Cherbourg,Woman,36,Adult,Female,262.375,1st Class PassengerServant,1
"CHERRETT, Mr William Victor",Died,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"CHERRY, Miss Gladys",Survived,Southampton,Woman,30,Adult,Female,86.5,1st Class Passenger,1
"CHEVERTON, Mr William Frederick",Died,Belfast,Man,27,Adult,Male,,Victualling Crew,V
"CHEVR, Mr Paul Romaine Marie Lonce",Survived,Cherbourg,Man,45,Adult,Male,29.7,1st Class Passenger,1
"CHIBNALL, Mrs Edith Martha Bowerman",Survived,Southampton,Woman,48,Adult,Female,55,1st Class Passenger,1
"CHIP, Mr Chang",Survived,Southampton,Man,32,Adult,Male,56.4958333,3rd Class Passenger,3
"CHISHOLM, Mr Roderick Robert Crispin",Died,Belfast,Man,43,Adult,Male,0,1st Class PassengerH&W Guarantee Group,1
"CHISNALL, Mr George Alexander",Died,Belfast,Man,36,Adult,Male,,Engineering Crew,E
"CHITTY, Mr Archibald George",Died,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"CHITTY, Mr George Henry",Died,Southampton,Man,50,Adult,Male,,Victualling Crew,V
"CHORLEY, Mr John Henry",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"CHRISTMANN, Mr Emil",Died,Southampton,Man,29,Adult,Male,8.05,3rd Class Passenger,3
"CHRISTMAS, Mr Herbert Harry",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"CHRISTY, Miss Rachel Juli Cohen",Survived,Southampton,Woman,25,Adult,Female,30,2nd Class Passenger,2
"CHRISTY, Mrs Alice Frances",Survived,Southampton,Woman,45,Adult,Female,30,2nd Class Passenger,2
"CHRONOPOULOS, Mr Apostolos M.",Died,Cherbourg,Man,26,Adult,Male,14.4541667,3rd Class Passenger,3
"CHRONOPOULOS, Mr Dimitrios M.",Died,Cherbourg,Man,21,Adult,Male,14.4541667,3rd Class Passenger,3
"CLARK, Mr Walter Miller",Died,Cherbourg,Man,27,Adult,Male,136.779167,1st Class Passenger,1
"CLARK, Mr William",Survived,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"CLARK, Mrs Virginia Estelle",Survived,Cherbourg,Woman,26,Adult,Female,136.779167,1st Class Passenger,1
"CLARKE, Mr Charles Valentine",Died,Southampton,Man,29,Adult,Male,26,2nd Class Passenger,2
"CLARKE, Mr John Frederick Preston",Died,Southampton,Man,28,Adult,Male,0,2nd Class PassengerMusician,2
"CLARKE, Mrs Ada Maria",Survived,Southampton,Woman,28,Adult,Female,27,2nd Class Passenger,2
"CLEAVER, Miss Alice Catherine",Survived,Southampton,Woman,22,Adult,Female,151.8,1st Class PassengerServant,1
"CLENCH, Mr Frederick Charles",Survived,Southampton,Man,33,Adult,Male,,Deck Crew,D
"CLENCH, Mr George James",Died,Southampton,Man,31,Adult,Male,,Deck Crew,D
"CLIFFORD, Mr George Quincy",Died,Southampton,Man,40,Adult,Male,52,1st Class Passenger,1
"COE, Mr Harry",Died,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"COELHO, Mr Domingos Fernandeo",Died,Southampton,Man,20,Adult,Male,7.05,3rd Class Passenger,3
"COHEN, Mr Gurshon Gus",Survived,Southampton,Man,18,Adult,Male,8.05,,3
"COLBERT, Mr Patrick",Died,Queenstown,Man,24,Adult,Male,7.25,3rd Class Passenger,3
"COLEFF, Mr Satio",Died,Southampton,Man,24,Adult,Male,7.89583333,3rd Class Passenger,3
"COLEMAN, Mr Albert Edward",Died,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"COLEMAN, Mr John",Died,Belfast,Man,57,Adult,Male,,Engineering Crew,E
"COLERIDGE, Mr Reginald Charles",Died,Southampton,Man,29,Adult,Male,10.5,2nd Class Passenger,2
"COLGAN, Mr E. Joseph",Survived,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"COLLANDER, Mr Erik Gustaf",Died,Southampton,Man,27,Adult,Male,13,2nd Class Passenger,2
"COLLETT, Mr Sidney Clarence Stuart",Survived,Southampton,Man,25,Adult,Male,10.5,2nd Class Passenger,2
"COLLEY, Mr Edward Pomeroy",Died,Southampton,Man,37,Adult,Male,25.5875,1st Class Passenger,1
"COLLINS, Mr John",Survived,Southampton,Man,17,Adult,Male,,Victualling Crew,V
"COLLINS, Mr John",Survived,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"COLLYER, Miss Marjorie Charlotte",Survived,Southampton,Child,8,Child,Female,26.25,2nd Class Passenger,2
"COLLYER, Mr Harvey",Died,Southampton,Man,31,Adult,Male,26.25,2nd Class Passenger,2
"COLLYER, Mrs Charlotte Annie",Survived,Southampton,Woman,31,Adult,Female,26.25,2nd Class Passenger,2
"COLTCHEFF, Mr Peju",Died,Southampton,Man,36,Adult,Male,7.89583333,3rd Class Passenger,3
"COMBES, Mr George",Survived,Southampton,Man,34,Adult,Male,,Engineering Crew,E
"COMPTON, Miss Sara Rebecca",Survived,Cherbourg,Woman,39,Adult,Female,83.1583333,1st Class Passenger,1
"COMPTON, Mr Alexander Taylor jr",Died,Cherbourg,Man,37,Adult,Male,83.1583333,1st Class Passenger,1
"COMPTON, Mrs Mary Eliza",Survived,Cherbourg,Woman,64,Adult,Female,83.1583333,1st Class Passenger,1
"CONLIN, Mr Thomas Henry",Died,Queenstown,Man,31,Adult,Male,7.73333333,3rd Class Passenger,3
"CONNAGHTON, Mr Michael",Died,Queenstown,Man,31,Adult,Male,7.75,3rd Class Passenger,3
"CONNOLLY, Miss Catherine",Survived,Queenstown,Woman,23,Adult,Female,7.75,,3
"CONNOLLY, Miss Kate",Died,Queenstown,Woman,41,Adult,Female,7.75,3rd Class Passenger,3
"CONNORS, Mr Patrick",Died,Queenstown,Man,66,Adult,Male,7.75,3rd Class Passenger,3
"CONWAY, Mr Percy Walter",Died,Belfast,Man,24,Adult,Male,,Victualling Crew,V
"COOK, Mr George",Died,Southampton,Man,32,Adult,Male,,Victualling Crew,V
"COOK, Mr Jacob",Died,Southampton,Man,43,Adult,Male,8.05,3rd Class Passenger,3
"COOK, Mrs Selena",Survived,Southampton,Woman,22,Adult,Female,10.5,2nd Class Passenger,2
"COOMBS, Mr Charles Augustus",Died,Southampton,Man,44,Adult,Male,,Victualling Crew,V
"COOPER, Mr Harry",Died,Southampton,Man,26,Adult,Male,,Engineering Crew,E
"COOPER, Mr James Edward",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"COPPERTHWAITE, Mr Albert Harry",Died,Southampton,Man,22,Adult,Male,,Engineering Crew,E
"COR, Mr Bartol",Died,Southampton,Man,35,Adult,Male,7.89583333,3rd Class Passenger,3
"COR, Mr Ivan",Died,Southampton,Man,27,Adult,Male,7.89583333,3rd Class Passenger,3
"COR, Mr Liudevit",Died,Southampton,Man,19,Adult,Male,7.89583333,3rd Class Passenger,3
"CORBEN, Mr Ernest Theodore",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"CORBETT, Mrs Irene",Died,Southampton,Woman,30,Adult,Female,13,2nd Class Passenger,2
"CORCORAN, Mr Denny",Died,Southampton,Man,33,Adult,Male,,Engineering Crew,E
"COREY, Mrs Mary Emma",Died,Southampton,Woman,30,Adult,Female,1.05,,2
"CORN, Mr Harry",Died,Southampton,Man,30,Adult,Male,8.05,3rd Class Passenger,3
"CORNAIRE, Mr Marcel Raymond Andr",Died,Southampton,Man,19,Adult,Male,,Restaurant Staff,R
"CORNELL, Mrs Malvina Helen",Survived,Southampton,Woman,55,Adult,Female,25.7416667,1st Class Passenger,1
"CORR, Miss Helen",Survived,Queenstown,Woman,16,Adult,Female,7.75,3rd Class Passenger,3
"COTTERILL, Mr Henry Harry",Died,Southampton,Man,20,Adult,Male,11.5,,2
"COTTON, Mr Alfred",Died,Southampton,Man,35,Adult,Male,,,E
"COUCH, Mr Frank",Died,Southampton,Man,28,Adult,Male,,Deck Crew,D
"COUCH, Mr Joseph Henry",Died,Southampton,Man,49,Adult,Male,,Engineering Crew,E
"COUPER, Mr Robert Frederick William",Survived,Southampton,Man,29,Adult,Male,,Engineering Crew,E
"COUTIN, Mr Auguste Louis",Died,Southampton,Man,28,Adult,Male,,Restaurant Staff,R
"COUTTS, Master Neville Leslie",Survived,Southampton,Child,3,Child,Male,15.9,3rd Class Passenger,3
"COUTTS, Master William Loch Willie",Survived,Southampton,Child,9,Child,Male,15.9,,3
"COUTTS, Mrs Winnie Minnie",Survived,Southampton,Woman,36,Adult,Female,15.9,,3
"COX, Mr William Denton",Died,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"COXON, Mr Daniel",Died,Southampton,Man,59,Adult,Male,7.25,3rd Class Passenger,3
"COY, Mr Francis Ernest George",Died,Belfast,Man,26,Adult,Male,,Engineering Crew,E
"CRABB, Mr Henry James",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"CRAFTER, Mr Frederick Horace",Survived,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"CRAFTON, Mr John Bertram",Died,Southampton,Man,59,Adult,Male,26.55,1st Class Passenger,1
"CRAWFORD, Mr Alfred George",Survived,Belfast,Man,43,Adult,Male,,Victualling Crew,V
"CREASE, Mr Ernest James",Died,Southampton,Man,19,Adult,Male,8.15833333,3rd Class Passenger,3
"CREESE, Mr Henry Philip",Died,Belfast,Man,44,Adult,Male,,Engineering Crew,E
"CRIBB, Miss Laura Mae",Survived,Southampton,Woman,16,Adult,Female,16.1,3rd Class Passenger,3
"CRIBB, Mr John Hatfield",Died,Southampton,Man,44,Adult,Male,16.1,3rd Class Passenger,3
"CRIMMINS, Mr James",Survived,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"CRISP, Mr Albert Hector",Died,Belfast,Man,39,Adult,Male,,Victualling Crew,V
"CRISPIN, Mr William",Died,Southampton,Man,32,Adult,Male,,Victualling Crew,V
"CROSBIE, Mr John Borthwick",Died,Southampton,Man,44,Adult,Male,,Victualling Crew,V
"CROSBY, Captain Edward Gifford",Died,Southampton,Man,70,Adult,Male,71,1st Class Passenger,1
"CROSBY, Miss Harriette Rebecca",Survived,Southampton,Woman,39,Adult,Female,26.55,1st Class Passenger,1
"CROSBY, Mrs Catherine Elizabeth",Survived,Southampton,Woman,64,Adult,Female,71,1st Class Passenger,1
"CROSS, Mr William Alfred",Died,Southampton,Man,43,Adult,Male,,Engineering Crew,E
"CROVELLA, Sig. Luigi",Died,Southampton,Man,17,Adult,Male,,Restaurant Staff,R
"CROWE, Mr George Frederick",Survived,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"CRUMPLIN, Mr Charles George Chandler",Died,Belfast,Man,35,Adult,Male,,Victualling Crew,V
"CULLEN, Mr Charles James",Survived,Belfast,Man,49,Adult,Male,,Victualling Crew,V
"CULUMOVIC, Mr Jeso",Died,Southampton,Man,17,Adult,Male,8.6625,3rd Class Passenger,3
"CUMINGS, Mr John Bradley",Died,Cherbourg,Man,39,Adult,Male,71.2833333,1st Class Passenger,1
"CUMINGS, Mrs Florence Briggs",Survived,Cherbourg,Woman,35,Adult,Female,71.2833333,1st Class Passenger,1
"CUNNINGHAM, Mr Alfred Fleming",Died,Belfast,Man,21,Adult,Male,0,2nd Class PassengerH&W Guarantee Group,2
"CUNNINGHAM, Mr Andrew Orr",Survived,Belfast,Man,38,Adult,Male,,Victualling Crew,V
"CUNNINGHAM, Mr B.",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"CURTIS, Mr Arthur",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"DAHER, Mr Tannous",Died,Cherbourg,Man,28,Adult,Male,7.22916667,3rd Class Passenger,3
"DAHL, Mr Charles Edward",Survived,Southampton,Man,45,Adult,Male,8.05,3rd Class Passenger,3
"DAHLBERG, Miss Gerda Ulrika",Died,Southampton,Woman,22,Adult,Female,10.5166667,3rd Class Passenger,3
"DAKIC, Mr Branko",Died,Southampton,Man,19,Adult,Male,10.1708333,3rd Class Passenger,3
"DALY, Miss Margaret Marcella",Survived,Queenstown,Woman,33,Adult,Female,6.95,,3
"DALY, Mr Eugene Patrick",Survived,Queenstown,Man,29,Adult,Male,7.75,3rd Class Passenger,3
"DALY, Mr Peter Dennis",Survived,Southampton,Man,51,Adult,Male,26.55,1st Class Passenger,1
"DANBOM, Master Gilbert Sigvard Emanuel",Died,Southampton,Child,0.33,Child,Male,14.4,3rd Class Passenger,3
"DANBOM, Mr Ernst Gilbert",Died,Southampton,Man,34,Adult,Male,14.4,3rd Class Passenger,3
"DANBOM, Mrs Anna Sigrid Maria",Died,Southampton,Woman,28,Adult,Female,14.4,3rd Class Passenger,3
"DANIEL, Mr Robert Williams",Survived,Southampton,Man,27,Adult,Male,30.5,1st Class Passenger,1
"DANIELS, Miss Sarah",Survived,Southampton,Woman,33,Adult,Female,151.8,1st Class PassengerServant,1
"DANIELS, Mr Sidney Edward",Survived,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"DANOFF, Mr Yoto",Died,Southampton,Man,27,Adult,Male,7.89583333,3rd Class Passenger,3
"DASHWOOD, Mr William George",Died,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"DAVIDSON, Mr Thornton",Died,Cherbourg,Man,31,Adult,Male,52,1st Class Passenger,1
"DAVIDSON, Mrs Orian",Survived,Cherbourg,Woman,27,Adult,Female,52,1st Class Passenger,1
"DAVIES, Master John Morgan jr",Survived,Southampton,Child,8,Child,Male,36.75,2nd Class Passenger,2
"DAVIES, Mr Alfred J.",Died,Southampton,Man,24,Adult,Male,24.15,3rd Class Passenger,3
"DAVIES, Mr Charles Henry",Died,Southampton,Man,19,Adult,Male,73.5,2nd Class Passenger,2
"DAVIES, Mr Evan",Died,Southampton,Man,22,Adult,Male,8.05,3rd Class Passenger,3
"DAVIES, Mr Gordon Raleigh",Died,Belfast,Man,32,Adult,Male,,Victualling Crew,V
